threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,brier,average_precision,roc_auc
0.41999999999999993,0.9576133029018585,0.5803931713709258,0.5116279069767442,0.16793893129770993,0.25287356321839083,0.2765271063330607,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.4099999999999999,0.9572872513857189,0.5802228716434054,0.5,0.16793893129770993,0.25142857142857145,0.27283272528060065,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.4149999999999999,0.9572872513857189,0.5802228716434054,0.5,0.16793893129770993,0.25142857142857145,0.27283272528060065,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.4049999999999999,0.9566351483534399,0.5798822721883645,0.4782608695652174,0.16793893129770993,0.24858757062146894,0.26579071177486985,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.44499999999999995,0.9585914574502772,0.5772575763878778,0.5526315789473685,0.16030534351145037,0.2485207100591716,0.28245112840887765,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.4599999999999999,0.9585914574502772,0.5663180938910497,0.5625,0.13740458015267176,0.22085889570552147,0.26394981838597414,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.4649999999999999,0.9585914574502772,0.5663180938910497,0.5625,0.13740458015267176,0.22085889570552147,0.26394981838597414,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.4549999999999999,0.9582654059341376,0.5661477941635293,0.5454545454545454,0.13740458015267176,0.21951219512195122,0.2592950805609653,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.4499999999999999,0.9576133029018585,0.5658071947084884,0.5142857142857142,0.13740458015267176,0.21686746987951808,0.2505638572825267,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.4699999999999999,0.9582654059341376,0.56250129999792,0.5483870967741935,0.1297709923664122,0.20987654320987653,0.2526975254792064,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.4749999999999999,0.9582654059341376,0.5588548058323107,0.5517241379310345,0.12213740458015267,0.2,0.24594200921150075,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.4799999999999999,0.9582654059341376,0.5588548058323107,0.5517241379310345,0.12213740458015267,0.2,0.24594200921150075,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.48499999999999993,0.957939354417998,0.5550380119391809,0.5357142857142857,0.11450381679389313,0.18867924528301888,0.23402488553971276,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.48999999999999994,0.957939354417998,0.5550380119391809,0.5357142857142857,0.11450381679389313,0.18867924528301888,0.23402488553971276,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.49499999999999994,0.9576133029018585,0.5512212180460512,0.5185185185185185,0.10687022900763359,0.17721518987341772,0.22175575377687412,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.5249999999999999,0.9576133029018585,0.5439282297148325,0.5217391304347826,0.0916030534351145,0.15584415584415584,0.20592123244234362,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.5299999999999999,0.9576133029018585,0.5439282297148325,0.5217391304347826,0.0916030534351145,0.15584415584415584,0.20592123244234362,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.5349999999999999,0.9576133029018585,0.5439282297148325,0.5217391304347826,0.0916030534351145,0.15584415584415584,0.20592123244234362,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.5199999999999999,0.9572872513857189,0.543757929987312,0.5,0.0916030534351145,0.15483870967741936,0.2008370534919876,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.49999999999999994,0.9569611998695794,0.5435876302597916,0.48,0.0916030534351145,0.15384615384615385,0.19604569869247299,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.5049999999999999,0.9569611998695794,0.5435876302597916,0.48,0.0916030534351145,0.15384615384615385,0.19604569869247299,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.5099999999999999,0.9569611998695794,0.5435876302597916,0.48,0.0916030534351145,0.15384615384615385,0.19604569869247299,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.5149999999999999,0.9569611998695794,0.5435876302597916,0.48,0.0916030534351145,0.15384615384615385,0.19604569869247299,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.5399999999999999,0.9572872513857189,0.5401114358217026,0.5,0.08396946564885496,0.1437908496732026,0.1922236804952627,0.03373039724313117,0.31684046237976116,0.9196978284834745
