cluster_id,feature,cluster_mean_z,global_mean_z,delta_z,abs_delta_z,direction,size,prevalence
1,CR590Q40TT,-0.15081393620051164,6.486436033282083e-17,-0.1508139362005117,0.1508139362005117,below,214,0.05581637976004173
1,CR590Q47S,-0.09401959565110306,1.547478310797297e-16,-0.09401959565110321,0.09401959565110321,below,214,0.05581637976004173
1,CR590Q02TT,0.13506094498586113,6.671762777090143e-17,0.13506094498586108,0.13506094498586108,above,214,0.05581637976004173
1,CR590Q19TT,-0.05252022457626234,4.818495339009547e-17,-0.05252022457626239,0.05252022457626239,below,214,0.05581637976004173
1,CR590Q06TT,1.012780548818808,1.1026941256579541e-16,1.012780548818808,1.012780548818808,above,214,0.05581637976004173
1,CR590Q07TT,0.902492030366883,6.486436033282083e-17,0.9024920303668829,0.9024920303668829,above,214,0.05581637976004173
1,CR590Q42TT,0.11153437862944733,1.945930809984625e-17,0.11153437862944732,0.11153437862944732,above,214,0.05581637976004173
1,CR590Q39TT,0.317507302630001,-1.3899505785604464e-17,0.317507302630001,0.317507302630001,above,214,0.05581637976004173
1,CR590Q48TT,-0.06625739655251259,-7.737391553986485e-17,-0.0662573965525125,0.0662573965525125,below,214,0.05581637976004173
1,CR590Q52TT,1.2113201605112607,-9.822317421827155e-17,1.2113201605112607,1.2113201605112607,above,214,0.05581637976004173
1,CR590Q48S,0.18353960916145876,1.7884030777477744e-16,0.1835396091614586,0.1835396091614586,above,214,0.05581637976004173
1,CR590Q07S,0.008976540482269266,1.2602218578948048e-16,0.00897654048226914,0.00897654048226914,above,214,0.05581637976004173
1,CR590Q05S,-0.34420223754957346,8.710356958978798e-17,-0.3442022375495736,0.3442022375495736,below,214,0.05581637976004173
1,CR590Q02S,-0.0032408758697293517,5.559802314241786e-18,-0.0032408758697293574,0.0032408758697293574,below,214,0.05581637976004173
1,CR590Q10S,-0.04997563024265839,-1.7976694149381772e-16,-0.04997563024265821,0.04997563024265821,below,214,0.05581637976004173
1,CR590Q18TT,0.07130739731374502,-1.0656287768963422e-16,0.07130739731374514,0.07130739731374514,above,214,0.05581637976004173
1,CR590Q37TT,-0.014151416660793848,7.41306975232238e-18,-0.014151416660793855,0.014151416660793855,below,214,0.05581637976004173
1,CR590Q50TT,0.08092448868380786,5.559802314241786e-18,0.08092448868380786,0.08092448868380786,above,214,0.05581637976004173
1,CR590Q59TT,0.9523579952413669,-2.779901157120893e-18,0.9523579952413669,0.9523579952413669,above,214,0.05581637976004173
1,CR590Q01S,-0.06479552805296085,2.696504122407266e-16,-0.06479552805296111,0.06479552805296111,below,214,0.05581637976004173
1,CR590Q08S,0.06656540550410385,1.2277896777283943e-17,0.06656540550410384,0.06656540550410384,above,214,0.05581637976004173
1,CR590Q04S,-0.36315370151427756,1.9829961587462368e-16,-0.3631537015142778,0.3631537015142778,below,214,0.05581637976004173
